Sector,MSME_ID,Export_Volume_PreFTA,Export_Volume_PostFTA_Est,Tariff_PreFTA,Tariff_PostFTA,UK_Demand_Growth,Production_Capacity,Export_Experience,Logistics_Cost,Certifications,Workforce_Size,FTA_Access_Score,UK_Market_Share,Sentiment_Score,Exchange_Rate_Impact,Procurement_Opportunity,Innovation_Index,Target_Export_Growth
electronics,MSME_EL04702,1.28,1.51,10.42,2.87,15.21,35.48,1,4.17,2,287,0.74,1.85,0.87,8.69,True,0.86,10.92
chemicals,MSME_CH04703,35.74,50.56,15.02,3.72,5.65,187.29,15,3.84,2,365,0.52,8.54,0.72,2.41,True,0.46,44.71
marine products,MSME_MA04704,2.23,2.93,15.53,2.57,6.46,39.73,15,4.48,1,140,0.58,7.24,0.61,1.64,False,0.33,78.52
leather,MSME_LE04705,1.9700000000000002,2.66,14.47,0.42,0.25,61.68,6,3.54,2,450,0.49,6.21,0.46,1.45,False,0.34,66.99
marine products,MSME_MA04706,2.07,2.78,21.66,4.21,3.2,30.71,4,4.51,1,77,0.48,0.64,0.49,4.97,False,0.42,73.89
gems and jewelry,MSME_GE04707,1.09,1.39,17.28,4.9,0.29,163.3,8,0.45,2,151,0.37,7.04,0.7,3.57,False,0.43,78.58
gems and jewelry,MSME_GE04708,1.4200000000000002,1.92,25.52,3.27,8.92,44.69,1,3.56,2,430,0.66,3.04,0.68,-6.9,False,0.42,32.46
marine products,MSME_MA04709,0.66,0.89,35.37,0.7,13.49,26.0,9,3.05,2,452,0.83,1.66,0.54,8.38,False,0.35,72.56
footwear,MSME_FO04710,2.91,4.16,28.03,0.62,6.74,52.33,4,2.54,2,467,0.66,1.66,0.52,3.43,False,0.45,68.4
chemicals,MSME_CH04711,15.62,23.01,10.82,1.22,0.38,100.76,8,3.41,2,104,0.45,7.79,0.69,-6.62,True,0.36,14.9
electronics,MSME_EL04712,1.1500000000000001,1.62,37.88,3.37,18.86,63.94,14,0.75,0,87,0.93,2.78,0.7,5.15,True,0.69,98.91
electronics,MSME_EL04713,0.73,1.01,2.22,1.79,13.44,51.61,16,0.62,2,409,0.43,4.25,0.62,1.26,True,0.78,29.04
leather,MSME_LE04714,2.7600000000000002,3.84,36.74,1.45,1.23,190.27,8,4.47,3,283,0.51,7.61,0.45,-5.55,False,0.35,8.16
pharmaceuticals,MSME_PH04715,0.64,0.78,3.63,0.85,0.82,83.6,4,0.21,4,62,0.4,5.54,0.81,-5.3,False,0.33,11.88
footwear,MSME_FO04716,0.97,1.17,28.23,2.37,0.49,31.43,9,0.68,2,265,0.47,5.63,0.51,-7.89,False,0.38,60.39
leather,MSME_LE04717,8.87,12.01,19.67,1.43,-2.07,154.23,15,2.22,3,175,0.41,5.52,0.53,3.66,False,0.42,26.43
alcoholic beverages,MSME_AL04718,11.77,14.79,144.24,33.97,0.58,147.72,6,1.31,2,158,0.4,8.1,0.39,-1.78,False,0.41,57.49
marine products,MSME_MA04719,3.43,4.9,6.12,0.43,2.53,140.95,7,3.83,1,366,0.53,0.45,0.55,0.67,False,0.43,44.23
marine products,MSME_MA04720,2.5300000000000002,3.33,36.27,1.3,5.99,130.79,15,4.13,2,353,0.63,8.96,0.65,1.34,False,0.5,88.42
leather,MSME_LE04721,1.0,1.12,17.86,2.73,2.9,32.37,20,2.22,3,176,0.5,0.41,0.43,7.61,False,0.44,87.28
electronics,MSME_EL04722,7.47,9.07,10.92,4.0,11.85,22.58,1,0.54,0,122,0.61,4.9,0.73,-8.59,True,0.74,52.63
electronics,MSME_EL04723,0.13,0.16,30.01,0.94,19.62,179.38,14,0.44,3,138,0.97,3.05,0.63,-7.25,True,0.9,18.98
chemicals,MSME_CH04724,1.99,2.89,5.78,2.35,14.64,49.83,18,2.69,2,78,0.66,7.76,0.74,2.04,True,0.46,57.58
textiles,MSME_TE04725,2.13,3.17,10.48,3.33,8.78,128.01,15,3.88,2,432,0.56,7.18,0.83,-9.78,False,0.36,39.29
electronics,MSME_EL04726,5.97,8.37,25.11,3.95,14.27,108.6,5,2.16,1,277,0.78,6.15,0.63,-5.25,True,0.38,71.6
marine products,MSME_MA04727,4.97,6.62,21.24,1.84,11.53,184.44,15,1.63,3,330,0.74,9.95,0.57,9.98,False,0.42,35.74
chemicals,MSME_CH04728,9.99,13.93,24.64,4.54,6.68,51.46,3,1.53,2,54,0.57,6.15,0.68,8.16,True,0.31,40.61
electronics,MSME_EL04729,0.17,0.2,38.49,0.39,11.45,185.01,10,2.3,3,231,0.78,7.76,0.72,-0.42,True,0.61,90.85
alcoholic beverages,MSME_AL04730,3.39,3.94,105.63,33.06,3.98,163.79,8,3.8,2,230,0.44,8.69,0.5,4.03,False,0.33,78.81
alcoholic beverages,MSME_AL04731,13.86,16.89,130.55,30.33,11.49,112.15,2,2.73,1,24,0.67,8.95,0.59,4.22,False,0.44,13.01
gems and jewelry,MSME_GE04732,3.42,4.44,2.08,3.78,0.03,85.33,17,4.64,3,121,0.0,7.02,0.64,2.6,False,0.44,99.64
chemicals,MSME_CH04733,2.89,3.64,3.38,0.49,7.68,34.65,6,4.83,3,49,0.62,3.32,0.73,5.8,True,0.47,49.15
footwear,MSME_FO04734,1.37,1.58,5.63,3.98,5.77,138.85,1,4.27,1,362,0.29,2.12,0.63,2.05,False,0.49,95.89
footwear,MSME_FO04735,11.73,15.55,30.73,1.44,8.63,13.77,11,1.66,3,478,0.69,1.69,0.56,-8.33,False,0.42,51.68
alcoholic beverages,MSME_AL04736,4.489999999999999,5.17,147.38,34.13,6.74,109.62,11,1.96,3,342,0.55,7.85,0.43,2.65,False,0.49,8.19
textiles,MSME_TE04737,3.7600000000000002,5.54,12.55,0.56,8.95,30.86,3,3.63,2,486,0.7,5.82,0.67,-9.46,False,0.47,24.52
marine products,MSME_MA04738,6.68,7.63,18.9,4.65,1.12,59.43,6,0.59,3,465,0.4,8.14,0.58,-1.39,False,0.41,16.66
pharmaceuticals,MSME_PH04739,10.28,11.69,7.39,4.72,4.23,49.22,9,0.07,2,312,0.29,4.35,0.87,7.04,False,0.44,88.5
electronics,MSME_EL04740,0.6799999999999999,0.77,36.54,0.81,14.64,65.53,3,4.16,2,342,0.85,2.34,0.73,-5.88,True,0.88,45.3
textiles,MSME_TE04741,8.52,9.62,10.35,2.28,1.79,195.86,3,1.36,2,185,0.43,7.75,0.83,-4.33,False,0.37,75.29
leather,MSME_LE04742,1.78,2.43,6.35,2.06,1.89,92.25,3,0.99,1,380,0.39,6.49,0.44,5.74,False,0.49,49.21
footwear,MSME_FO04743,4.859999999999999,6.93,38.55,4.85,13.84,163.29,8,0.36,1,407,0.78,0.99,0.54,-2.76,False,0.39,37.07
chemicals,MSME_CH04744,4.39,5.86,13.32,1.95,6.62,75.44,20,0.74,2,199,0.59,3.38,0.73,7.75,True,0.39,29.38
pharmaceuticals,MSME_PH04745,4.75,5.57,31.62,3.56,11.93,86.93,17,4.68,3,285,0.74,4.69,0.82,2.14,False,0.84,83.97
chemicals,MSME_CH04746,4.88,7.15,15.21,3.67,0.24,116.8,4,2.65,0,122,0.39,3.87,0.64,1.46,True,0.43,22.3
gems and jewelry,MSME_GE04747,0.13,0.15,27.58,1.9,5.59,138.53,14,4.98,1,234,0.61,6.23,0.66,3.14,False,0.33,81.63
footwear,MSME_FO04748,2.7600000000000002,3.59,25.71,2.05,4.88,109.51,19,4.85,1,54,0.58,5.41,0.45,-1.87,False,0.48,71.35
gems and jewelry,MSME_GE04749,2.06,2.58,18.74,1.83,3.15,87.35,5,4.13,3,329,0.53,4.51,0.6,3.02,False,0.46,34.91
gems and jewelry,MSME_GE04750,5.119999999999999,6.53,14.95,4.3,9.36,124.87,18,2.3,1,390,0.59,0.76,0.69,6.53,False,0.36,17.9
alcoholic beverages,MSME_AL04751,2.33,3.29,112.09,32.55,2.21,197.31,8,0.13,0,366,0.41,2.14,0.54,-9.86,False,0.34,14.88
alcoholic beverages,MSME_AL04752,6.569999999999999,7.23,122.07,34.92,11.76,104.71,12,3.29,2,422,0.65,3.3,0.51,9.13,False,0.34,42.29
footwear,MSME_FO04753,8.29,9.53,39.77,3.39,13.66,167.69,8,2.83,0,239,0.8,9.82,0.48,1.27,False,0.32,66.02
gems and jewelry,MSME_GE04754,0.14,0.15,7.17,1.35,3.95,88.91,7,1.32,0,402,0.5,9.31,0.71,0.06,False,0.43,31.52
textiles,MSME_TE04755,0.74,0.84,11.93,2.41,3.54,87.08,5,3.16,1,418,0.49,0.57,0.66,-5.64,False,0.36,32.29
marine products,MSME_MA04756,0.31,0.35,36.5,3.56,14.38,88.37,9,1.53,0,277,0.81,6.08,0.64,-4.53,False,0.36,5.62
pharmaceuticals,MSME_PH04757,1.87,2.24,16.08,2.48,10.05,38.78,7,3.66,4,219,0.67,3.58,0.8,-5.9,False,0.37,76.84
gems and jewelry,MSME_GE04758,1.4700000000000002,1.83,9.91,0.22,10.93,128.84,20,4.68,1,198,0.76,4.51,0.61,5.05,False,0.4,73.64
leather,MSME_LE04759,5.26,6.28,33.39,2.86,2.84,19.25,3,2.36,2,409,0.53,2.88,0.52,-0.08,False,0.38,80.25
alcoholic beverages,MSME_AL04760,3.94,5.06,147.34,33.78,7.35,111.05,18,3.0,2,229,0.57,4.08,0.4,7.52,False,0.34,88.62
electronics,MSME_EL04761,3.7600000000000002,5.06,10.29,1.11,14.91,53.84,17,2.23,2,452,0.82,2.99,0.71,9.46,True,0.65,84.03
footwear,MSME_FO04762,0.33,0.36,20.76,4.13,9.16,123.96,7,0.65,2,472,0.63,4.7,0.61,-2.87,False,0.4,57.79
gems and jewelry,MSME_GE04763,1.74,2.11,21.05,1.29,12.92,198.98,17,2.4,0,207,0.79,7.67,0.67,-4.25,False,0.44,36.34
gems and jewelry,MSME_GE04764,1.1600000000000001,1.63,8.38,4.29,5.71,151.49,8,0.74,0,383,0.39,3.52,0.62,2.46,False,0.47,71.12
alcoholic beverages,MSME_AL04765,0.45999999999999996,0.54,143.68,34.71,8.98,5.38,1,2.12,1,254,0.6,1.39,0.5,3.5,False,0.32,10.81
chemicals,MSME_CH04766,5.819999999999999,8.02,7.96,4.79,11.82,137.44,15,2.09,3,110,0.49,8.72,0.62,-3.49,True,0.42,69.19
chemicals,MSME_CH04767,0.98,1.3,18.6,3.91,8.18,86.2,6,4.63,0,201,0.6,7.91,0.58,2.85,True,0.45,32.71
pharmaceuticals,MSME_PH04768,6.96,8.44,27.03,3.94,11.75,109.1,20,4.29,4,409,0.72,5.52,0.84,1.22,False,0.83,24.88
marine products,MSME_MA04769,2.99,4.02,30.61,3.81,1.76,44.77,16,1.82,3,294,0.48,2.08,0.7,9.39,False,0.36,63.3
footwear,MSME_FO04770,6.59,8.95,15.1,2.15,12.57,132.73,11,4.08,2,156,0.74,8.53,0.56,6.74,False,0.33,43.2
chemicals,MSME_CH04771,1.03,1.23,20.04,1.81,13.65,0.52,19,0.89,0,170,0.8,3.91,0.7,6.1,True,0.4,8.11
electronics,MSME_EL04772,9.459999999999999,13.95,2.97,1.04,17.16,199.44,13,4.25,1,495,0.75,1.6,0.82,-8.33,True,0.53,90.27
electronics,MSME_EL04773,10.54,12.91,9.1,2.91,10.96,47.06,17,3.9,2,434,0.61,6.53,0.66,8.56,True,0.53,42.97
gems and jewelry,MSME_GE04774,2.77,3.56,20.51,3.89,3.27,87.1,0,2.69,3,195,0.49,2.46,0.64,-0.43,False,0.44,7.82
marine products,MSME_MA04775,0.7999999999999999,1.01,3.8,4.78,7.66,75.7,10,1.26,0,20,0.06,5.88,0.57,-7.52,False,0.41,60.17
marine products,MSME_MA04776,5.51,7.27,33.01,3.21,13.87,140.33,20,2.34,1,45,0.8,5.75,0.58,1.27,False,0.43,14.32
pharmaceuticals,MSME_PH04777,15.74,17.89,27.63,2.62,13.26,83.11,2,0.37,3,105,0.78,1.48,0.8,5.41,False,0.36,20.27
pharmaceuticals,MSME_PH04778,5.59,6.68,38.76,4.32,11.17,68.96,2,0.78,5,60,0.72,9.0,0.87,-7.77,False,0.62,37.57
electronics,MSME_EL04779,0.97,1.38,32.62,1.53,16.54,79.12,9,3.22,0,470,0.89,2.66,0.64,2.75,True,0.85,89.7
gems and jewelry,MSME_GE04780,2.33,3.34,20.45,2.32,5.26,135.8,5,1.79,2,262,0.57,3.16,0.69,3.97,False,0.41,87.37
leather,MSME_LE04781,2.11,2.49,29.89,0.29,-0.76,57.77,18,0.05,2,483,0.48,1.51,0.51,3.5,False,0.37,59.91
gems and jewelry,MSME_GE04782,9.76,11.34,31.11,0.19,13.82,40.72,3,0.83,0,472,0.84,6.37,0.71,-2.98,False,0.43,45.71
gems and jewelry,MSME_GE04783,4.27,5.63,6.73,4.23,13.01,41.14,11,1.57,2,320,0.51,9.43,0.7,-1.01,False,0.37,67.06
footwear,MSME_FO04784,1.29,1.81,16.56,4.89,14.01,133.24,16,2.56,2,20,0.7,8.04,0.55,-9.22,False,0.31,30.51
footwear,MSME_FO04785,4.859999999999999,6.0,6.65,4.25,14.77,3.82,1,1.72,3,264,0.55,6.58,0.59,-8.63,False,0.41,36.97
marine products,MSME_MA04786,16.880000000000003,21.78,37.11,0.15,1.55,77.56,3,1.04,0,496,0.54,2.49,0.6,4.22,False,0.34,11.69
footwear,MSME_FO04787,4.13,4.79,7.37,3.52,9.18,189.42,15,2.73,1,175,0.49,2.87,0.53,-7.23,False,0.4,14.66
chemicals,MSME_CH04788,10.29,14.82,6.24,3.47,10.45,79.65,18,2.54,3,474,0.48,1.28,0.66,-4.23,True,0.31,60.08
gems and jewelry,MSME_GE04789,3.3200000000000003,3.79,18.55,0.39,13.97,52.19,9,0.96,0,68,0.84,2.04,0.59,-8.03,False,0.45,30.13
alcoholic beverages,MSME_AL04790,5.199999999999999,7.11,134.41,38.33,2.23,10.57,8,1.03,0,436,0.41,1.33,0.41,0.07,False,0.39,15.62
chemicals,MSME_CH04791,2.99,4.1,23.79,2.29,5.47,11.95,6,4.6,2,469,0.59,5.13,0.71,2.18,True,0.39,47.22
marine products,MSME_MA04792,12.43,17.73,8.5,1.46,9.91,114.43,3,3.65,3,193,0.66,8.81,0.56,7.46,False,0.37,91.53
electronics,MSME_EL04793,8.79,9.93,30.85,2.5,19.77,91.95,18,3.31,0,131,0.95,4.57,0.74,8.06,True,0.74,96.6
electronics,MSME_EL04794,0.33999999999999997,0.46,25.21,0.13,17.87,31.15,15,3.09,3,138,0.94,4.88,0.64,-0.46,True,0.48,93.85
textiles,MSME_TE04795,16.860000000000003,20.57,17.79,3.76,13.13,1.27,6,0.3,1,337,0.72,6.73,0.66,-6.42,False,0.42,82.29
electronics,MSME_EL04796,9.86,13.63,3.27,1.74,19.67,38.95,8,1.41,0,60,0.73,5.93,0.76,-8.62,True,0.43,61.01
leather,MSME_LE04797,4.81,6.19,31.2,1.73,-4.89,68.32,5,0.43,0,213,0.35,1.32,0.52,-4.04,False,0.41,33.24
footwear,MSME_FO04798,5.35,6.78,8.76,2.65,0.36,148.35,11,4.84,3,310,0.36,0.31,0.5,-0.31,False,0.32,41.98
pharmaceuticals,MSME_PH04799,4.04,5.04,23.14,4.93,3.69,113.12,19,4.05,2,122,0.49,3.13,0.79,2.28,False,0.6,65.4
leather,MSME_LE04800,3.33,4.69,1.81,1.72,0.59,117.85,14,4.74,0,218,0.04,7.77,0.44,6.17,False,0.48,5.53
electronics,MSME_EL04801,18.380000000000003,23.32,3.84,2.27,11.19,52.13,18,0.28,1,463,0.48,0.91,0.67,-1.17,True,0.72,34.71
marine products,MSME_MA04802,0.23,0.32,8.3,3.61,0.11,62.81,8,1.77,3,484,0.29,1.9,0.56,-2.16,False,0.4,93.18
pharmaceuticals,MSME_PH04803,25.17,27.89,19.75,3.76,1.1,188.27,20,1.08,3,54,0.43,5.86,0.73,-9.32,False,0.48,30.02
pharmaceuticals,MSME_PH04804,10.69,15.6,1.38,3.71,1.8,158.29,16,0.34,5,299,0.0,3.86,0.79,-4.88,False,0.67,20.09
pharmaceuticals,MSME_PH04805,5.01,6.43,29.26,2.89,2.65,187.51,3,3.74,5,252,0.52,8.67,0.82,-3.26,False,0.68,12.54
chemicals,MSME_CH04806,0.5,0.72,32.74,1.8,10.14,165.88,14,3.6,1,473,0.73,1.88,0.73,-8.68,True,0.42,36.24
alcoholic beverages,MSME_AL04807,5.63,8.34,113.43,39.56,13.06,121.61,11,2.1,3,198,0.65,3.08,0.45,-4.26,False,0.49,57.61
textiles,MSME_TE04808,4.859999999999999,7.09,13.81,1.24,8.57,82.3,20,0.97,0,499,0.67,6.3,0.67,5.71,False,0.47,36.54
textiles,MSME_TE04809,5.83,7.91,13.43,4.85,5.2,124.25,14,0.11,1,393,0.45,2.4,0.8,6.24,False,0.39,60.92
marine products,MSME_MA04810,14.5,16.8,34.47,1.9,5.06,125.29,1,2.77,3,134,0.6,2.21,0.62,9.8,False,0.43,90.06
alcoholic beverages,MSME_AL04811,0.73,1.01,104.31,30.95,12.87,72.34,17,4.11,1,378,0.67,4.11,0.48,-7.29,False,0.41,36.01
pharmaceuticals,MSME_PH04812,4.569999999999999,5.85,29.93,1.39,2.58,140.74,0,2.84,4,428,0.54,4.89,0.79,-0.43,False,0.76,23.54
pharmaceuticals,MSME_PH04813,2.23,2.5,28.08,3.72,6.86,107.88,6,3.96,4,431,0.61,6.51,0.74,6.43,False,0.71,13.03
footwear,MSME_FO04814,0.32,0.42,7.86,4.92,0.24,149.83,17,3.48,1,376,0.19,0.13,0.5,2.89,False,0.33,25.4
electronics,MSME_EL04815,8.11,10.79,1.17,4.24,16.3,37.73,8,2.79,1,379,0.0,8.07,0.58,-2.83,True,0.63,60.34
pharmaceuticals,MSME_PH04816,4.1899999999999995,4.73,16.45,1.69,14.89,93.4,15,2.44,4,155,0.82,6.15,0.84,8.6,False,0.46,42.37
marine products,MSME_MA04817,17.07,22.47,17.27,0.98,5.77,126.43,4,0.42,0,266,0.62,8.68,0.59,-1.26,False,0.44,90.86
footwear,MSME_FO04818,3.92,4.45,2.17,3.99,0.49,199.78,3,0.88,2,289,0.0,8.24,0.63,-6.35,False,0.44,18.27
leather,MSME_LE04819,8.23,10.92,1.36,0.45,3.64,7.08,15,1.71,1,339,0.43,3.93,0.49,6.59,False,0.48,96.83
leather,MSME_LE04820,8.629999999999999,11.59,24.54,0.93,-2.37,199.45,19,3.84,0,38,0.42,8.81,0.52,7.17,False,0.41,92.67
footwear,MSME_FO04821,2.2,3.04,6.85,4.48,3.72,189.83,0,4.01,3,217,0.27,1.78,0.55,0.26,False,0.37,21.51
chemicals,MSME_CH04822,5.97,7.75,8.09,1.32,10.85,65.83,14,1.58,1,126,0.69,8.41,0.7,8.2,True,0.3,15.2
electronics,MSME_EL04823,5.279999999999999,6.03,17.95,2.54,18.6,191.5,10,0.27,2,129,0.89,0.63,0.67,4.23,True,0.72,92.03
electronics,MSME_EL04824,1.0,1.33,21.79,0.17,16.38,51.18,15,3.51,2,412,0.91,0.66,0.79,3.29,True,0.82,17.66
alcoholic beverages,MSME_AL04825,4.75,6.68,146.89,31.01,3.59,71.24,0,2.35,1,190,0.48,4.08,0.45,-9.89,False,0.31,80.42
electronics,MSME_EL04826,1.3,1.75,26.13,3.49,15.97,125.94,11,4.64,1,51,0.83,3.59,0.67,9.84,True,0.83,9.09
textiles,MSME_TE04827,9.99,11.54,12.39,3.4,10.95,101.4,5,4.07,1,88,0.64,0.56,0.74,-6.55,False,0.43,17.72
textiles,MSME_TE04828,0.77,0.96,10.95,1.65,14.55,4.48,2,2.98,1,389,0.79,3.85,0.75,6.37,False,0.39,94.43
gems and jewelry,MSME_GE04829,21.44,31.11,24.85,4.94,14.76,95.28,11,1.82,2,110,0.77,7.19,0.66,-4.53,False,0.36,49.48
gems and jewelry,MSME_GE04830,5.64,7.8,12.96,1.61,7.31,108.61,4,3.11,3,277,0.62,3.04,0.7,-1.34,False,0.33,5.56
chemicals,MSME_CH04831,0.25,0.36,18.31,3.29,13.94,25.69,4,2.5,2,233,0.76,2.89,0.63,-5.51,True,0.41,10.39
chemicals,MSME_CH04832,6.88,9.24,15.39,1.09,8.04,191.05,12,3.77,2,287,0.67,5.79,0.69,4.79,True,0.41,66.49
alcoholic beverages,MSME_AL04833,3.74,4.83,142.08,30.93,8.77,23.4,17,2.14,1,83,0.61,3.76,0.51,0.41,False,0.32,26.19
footwear,MSME_FO04834,5.8999999999999995,8.45,25.86,4.18,9.08,162.14,15,2.42,3,408,0.65,4.71,0.67,-1.21,False,0.36,9.1
alcoholic beverages,MSME_AL04835,0.28,0.33,122.45,34.18,2.86,164.56,14,4.86,0,203,0.43,1.29,0.45,7.5,False,0.38,38.93
chemicals,MSME_CH04836,3.91,5.01,8.92,4.22,13.64,149.63,5,0.63,1,23,0.6,5.61,0.66,9.2,True,0.41,46.02
electronics,MSME_EL04837,1.1600000000000001,1.72,17.9,0.59,16.14,70.36,3,0.57,0,132,0.89,3.12,0.71,-1.84,True,0.77,15.11
alcoholic beverages,MSME_AL04838,19.130000000000003,26.42,109.63,30.58,8.17,76.16,2,3.2,0,42,0.56,8.32,0.46,-3.61,False,0.36,39.42
electronics,MSME_EL04839,3.0,4.45,2.94,2.49,11.61,162.27,14,4.47,3,359,0.37,2.53,0.7,-9.15,True,0.66,36.13
chemicals,MSME_CH04840,5.119999999999999,5.81,15.8,1.86,8.05,59.36,14,0.97,2,133,0.64,1.88,0.71,0.96,True,0.49,78.43
marine products,MSME_MA04841,6.8999999999999995,9.96,3.67,3.63,3.5,56.55,18,4.47,1,184,0.09,1.48,0.66,-3.44,False,0.4,51.92
alcoholic beverages,MSME_AL04842,4.63,5.97,132.43,38.84,5.97,175.4,10,1.23,0,327,0.5,1.2,0.44,-1.81,False,0.3,66.99
alcoholic beverages,MSME_AL04843,8.93,10.85,100.59,37.75,9.53,155.49,3,2.9,2,460,0.55,3.91,0.53,5.85,False,0.38,14.47
footwear,MSME_FO04844,0.61,0.73,22.59,4.15,8.01,149.34,7,4.39,1,331,0.61,8.4,0.57,-1.1,False,0.4,45.68
gems and jewelry,MSME_GE04845,0.44999999999999996,0.65,39.13,1.05,9.33,107.55,5,1.08,2,307,0.72,1.18,0.59,4.67,False,0.44,11.92
chemicals,MSME_CH04846,11.69,14.34,29.64,1.39,7.89,194.48,12,0.29,0,132,0.67,1.66,0.67,6.4,True,0.33,42.9
alcoholic beverages,MSME_AL04847,2.7800000000000002,3.41,143.01,37.72,11.16,45.41,13,1.99,2,395,0.65,2.74,0.44,-6.72,False,0.4,73.7
leather,MSME_LE04848,4.1,4.57,32.14,4.66,-0.6,73.61,14,0.39,2,266,0.41,2.91,0.39,5.47,False,0.35,96.56
pharmaceuticals,MSME_PH04849,2.66,3.68,25.66,3.71,8.27,77.07,7,0.22,3,224,0.63,6.26,0.81,-0.24,False,0.48,24.11
chemicals,MSME_CH04850,1.9000000000000001,2.65,7.35,2.97,6.36,152.73,16,0.19,3,226,0.46,7.18,0.69,-5.95,True,0.36,81.09
footwear,MSME_FO04851,1.1700000000000002,1.73,20.03,1.42,5.84,51.67,0,0.07,3,112,0.61,7.05,0.64,-7.38,False,0.33,96.49
gems and jewelry,MSME_GE04852,14.5,16.86,9.88,4.46,6.52,159.72,8,1.87,2,39,0.44,7.01,0.62,-6.96,False,0.4,24.21
marine products,MSME_MA04853,0.96,1.12,10.63,4.05,14.07,199.17,2,1.74,3,320,0.66,9.66,0.56,-6.1,False,0.44,22.45
footwear,MSME_FO04854,11.889999999999999,16.61,37.31,4.4,8.24,30.87,10,4.1,0,402,0.65,7.13,0.55,5.53,False,0.37,22.75
electronics,MSME_EL04855,5.199999999999999,7.06,8.17,0.35,11.66,55.47,0,4.59,3,296,0.77,5.45,0.64,-6.29,True,0.43,61.07
footwear,MSME_FO04856,12.629999999999999,16.57,37.43,1.31,1.3,159.36,1,2.07,1,207,0.52,1.52,0.5,-8.06,False,0.42,34.86
textiles,MSME_TE04857,1.05,1.5,10.03,2.27,6.52,134.39,12,0.4,2,493,0.55,2.08,0.7,-4.18,False,0.44,98.91
textiles,MSME_TE04858,12.959999999999999,18.52,17.37,4.72,11.28,94.46,5,1.91,1,185,0.65,5.85,0.77,6.12,False,0.48,12.69
alcoholic beverages,MSME_AL04859,10.1,13.51,110.77,33.01,6.85,125.71,9,2.68,2,246,0.52,2.6,0.44,8.8,False,0.42,21.72
electronics,MSME_EL04860,6.489999999999999,8.43,18.93,4.17,11.38,98.45,2,1.52,1,33,0.67,8.05,0.65,-9.9,True,0.36,19.7
gems and jewelry,MSME_GE04861,5.46,6.49,25.39,1.64,13.43,94.08,8,4.98,0,158,0.8,6.38,0.64,8.13,False,0.48,35.54
footwear,MSME_FO04862,0.59,0.8,37.88,2.54,6.87,172.86,2,2.93,2,220,0.64,2.68,0.63,-5.48,False,0.47,12.37
chemicals,MSME_CH04863,4.449999999999999,5.57,2.13,3.87,8.2,143.21,0,0.28,0,62,0.0,5.37,0.68,-2.01,True,0.38,66.96
alcoholic beverages,MSME_AL04864,2.46,3.49,113.0,33.67,14.02,52.43,6,0.16,0,482,0.7,0.97,0.46,-3.12,False,0.49,73.03
textiles,MSME_TE04865,1.85,2.54,18.66,2.18,8.43,43.89,7,0.79,2,77,0.65,8.9,0.74,-0.61,False,0.49,55.61
chemicals,MSME_CH04866,3.67,4.95,6.81,1.27,13.59,42.86,6,3.81,0,173,0.75,9.79,0.71,-6.9,True,0.37,27.14
chemicals,MSME_CH04867,3.2800000000000002,4.66,32.87,0.89,8.24,135.51,18,3.35,0,351,0.69,9.45,0.74,5.21,True,0.44,77.44
footwear,MSME_FO04868,5.4799999999999995,6.08,10.14,4.78,4.33,154.44,8,4.54,1,185,0.37,6.36,0.57,6.4,False,0.34,56.45
textiles,MSME_TE04869,4.859999999999999,5.49,17.39,1.95,1.93,77.72,8,0.41,1,397,0.49,1.24,0.84,7.78,False,0.32,28.85
marine products,MSME_MA04870,8.299999999999999,11.42,15.53,4.18,9.54,52.33,4,3.87,0,264,0.6,0.3,0.5,3.66,False,0.4,96.71
footwear,MSME_FO04871,4.659999999999999,6.3,20.81,1.56,9.46,66.92,9,3.51,0,31,0.7,3.46,0.54,-2.77,False,0.33,34.61
leather,MSME_LE04872,7.21,9.37,35.63,0.84,-0.58,140.47,6,1.04,0,183,0.47,6.23,0.55,9.84,False,0.47,27.69
textiles,MSME_TE04873,7.21,9.57,10.71,0.25,11.99,109.23,20,2.68,0,153,0.79,3.62,0.85,2.15,False,0.38,76.74
alcoholic beverages,MSME_AL04874,0.29000000000000004,0.32,126.2,39.89,6.68,2.87,10,1.61,2,485,0.51,6.63,0.43,3.2,False,0.44,21.51
gems and jewelry,MSME_GE04875,10.629999999999999,15.21,30.23,1.11,2.04,36.52,11,1.24,0,80,0.53,4.35,0.71,5.87,False,0.46,21.61
leather,MSME_LE04876,3.58,4.49,6.19,0.62,-4.54,140.54,8,2.45,1,277,0.34,0.38,0.47,0.82,False,0.35,60.0
marine products,MSME_MA04877,6.659999999999999,7.86,13.73,2.84,6.25,58.98,17,1.54,3,253,0.55,4.82,0.66,3.54,False,0.47,94.58
alcoholic beverages,MSME_AL04878,0.9199999999999999,1.24,129.12,38.67,13.44,152.22,7,4.02,3,44,0.69,1.83,0.44,-2.23,False,0.39,10.96
marine products,MSME_MA04879,1.23,1.75,30.3,1.97,5.86,176.82,12,3.83,2,317,0.61,0.7,0.54,-9.76,False,0.3,67.32
marine products,MSME_MA04880,4.97,5.56,5.28,3.61,4.64,198.34,10,2.33,0,92,0.27,2.92,0.6,-3.82,False,0.34,16.56
leather,MSME_LE04881,2.23,3.25,20.66,2.78,-4.46,104.21,6,0.33,2,107,0.32,8.64,0.47,-1.78,False,0.35,50.69
